Cafe Name,Time of Day,Estimated Speaker Age,Speaker Gender,Listener 1 Age,Listener1 Gender,Listener 2 Age,Listener 2 Gender,"Content Words (one word, not phrases)",Theme/Topic,"Formality (Informal, Neutral, Formal)",opt: clothing,opt: orders,opt: occupation,opt: native speaker?,Other notable details,,,,,,,,,,
Corner Bakery,3:00-5:00pm,55,Female,55,Male,55,Female,recharged,family conflict,informal,,,,,,,,,,,,,,,
Corner Bakery,3:00-5:00pm,55,Female,55,Male,55,Female,slave labor,family conflict,informal,,,,,,,,,,,,,,,
Peet's,11:00-12:00 pm,65,Female,25,Female,,,uh-huh,Family problems,Informal,,,,,,,,,,,,,,,
Peet's,11:00-12:00 pm,60,Female,25,Male,,,it's been tough,Family problems,Informal,,,,,,,,,,,,,,,
Peet's,11:00-12:00 pm,60,Female,25,Male,,,she doesn't talk to me,Family problems,Informal,,,,,,,,,,,,,,,
Peet's Coffee,3:41,18-25,Female,18-25,Female,N/A,N/A,brother,family,Informal,,,,,,,,,,,,,,,
Peet's Coffee,3:41,18-25,Female,18-25,Female,N/A,N/A,same,family,informal,,,,,,,,,,,,,,,
La Baguette,3:30,Mid/Late 20's,Female,Mid/Late 20's,Male,,,want a family and kids,Family life vs work,neutral,"Man- plaid shirt, jeans, tennies; Woman- sandals, dress, dark eyeshadow",Both had starbucks drinks but were sitting at this cafe,,,,,,,,,,,,,
La Baguette,3:30,Mid/Late 20's,Female,Mid/Late 20's,Male,,,cut down hours,Family life vs work,neutral,"Man- plaid shirt, jeans, tennies; Woman- sandals, dress, dark eyeshadow",Both had starbucks drinks but were sitting at this cafe,,,,,,,,,,,,,
La Baguette,3:30,Mid/Late 20's,Female,Mid/Late 20's,Male,,,wouldn't sacrifice time with kids,Family life vs work,neutral,"Man- plaid shirt, jeans, tennies; Woman- sandals, dress, dark eyeshadow",Both had starbucks drinks but were sitting at this cafe,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,What are you up to today?,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,chocolate,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Is it upstairs or downstairs?,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Is he going to see you soon?,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Are the girls coming for Thanksgiving?,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,They're at Disneyland every third week,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Disneyland for Halloween,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,They have the annual pass now,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,We can't afford Disneyland tickets for Christmas,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,They'll buy tickets if we buy hotel,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,That's what we're doing,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I'm not allowed to buy Christmas presents,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,We'll go there after we go to his mom's house,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Last year I bought them ten christmas presents,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,How's your mom doing?,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Really well,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Good and bad days,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Going to live to be 120,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She's 96,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Sunday I'm coming back early morning flight,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Set yourself up for the worst,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,My brother sends me a picture every Sunday,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I see how she's doing,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She has someone who comes everyday to visit her,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Sometimes she won't know who you are,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,But she's happy and content where she is,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I have to call my brother,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Get new furniture,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,But he doesn't want to,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Mom would pay for it,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,It's still her house,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,But he says no,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Ahsley is doing makeup for an independent film,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,If they win contest they go to France,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Practicing makeup on Sarah,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She found it on Facebook,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I was uneasy,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She didn't know guy on Facebook,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Red flags going up,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I was at doctors office,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She texted me and checked in,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I snapchat,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Is she divorced?,Family; Holidays; Social Media,neutral,"red cardigan, hair up, dress, scarf, sandals",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She's divorced with two boys in college,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I have two girls and she has two boys,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,We were laughing,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Lets have them meet and set them up,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I said no we're not,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,She worked with Vivian,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,Should we stroll through Macy's?,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
La Baguette,3:00 PM,50's,Female,50's,Female,,,I just want to look at clothes,Family; Holidays; Social Media,neutral,"fitbit, dress, black cardigan, black flats",,,,,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,old,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,two,Family,Informal,Casual,"Coffee, croissant, tea",,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,expecting,Family,Informal,Casual,"Coffee, croissant, tea",,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,second,Family,Informal,Casual,"Coffee, croissant, tea",,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,daughter,Family,Informal,Casual,"Coffee, croissant, tea",,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,gender,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,binary,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,progress,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,issues,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,pink,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,purple,Family,Informal,Casual,"Coffee, croissant, tea",,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,animals,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,ears,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,onesie,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,wife,Family,Informal,Casual,"Coffee, croissant, tea",Stanford professor,Yes,I think both professors at Stanford.,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,layman's,Family,Informal,Casual,,,Yes,,,,,,,,,,,
Peet's Coffee,11:00-12:00 pm,65,Female,25,Male,,,uh-huh,Family problems,Informal,Dresses,,,Yes,,,,,,,,,,,
Peet's Coffee,11:00-12:00 pm,60,Male,25,Male,,,it's been tough,Family problems,Informal,Dresses,,,Yes,,,,,,,,,,,
Peet's Coffee,11:00-12:00 pm,60,Female,25,Male,,,she doesn't talk to me,Family problems,Informal,casual,,,Yes,,,,,,,,,,,
Peet's Coffee,1:00-2:00 pm,65-70,Male,25,Female,,,pretty girl,Family time,Informal,casual,,,Accent,,,,,,,,,,,
Cafe Venetia,1:30,35,Male,35,Male,,,full-time,Work/Family,Informal,Casual,,,Yes,,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Stanford,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,spine,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,clinic,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,nurse,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,practitioner,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,x-ray,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,online,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,foot,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,surgeon,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,surgery,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,yard,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,bushes,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,neighbor,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,spider,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,block,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,party,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,story,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,job,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,hardware,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,software,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,thought,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Jeff Bezos,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,airfare,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,booked,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,website,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,picture,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,husband,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,sister,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,interviewed,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,resource,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,problem,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Hillary,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,campaign,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,substantive,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,divorcing,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,education,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,CEO,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,money,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,doctor,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,championship,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,redeemed,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,health-care,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,foot,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,candy,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,street,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,kids,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,children,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,hill,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,holiday,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,christmas,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,tree,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,lost,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,license,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,seizure,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,office,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,home,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,hurry,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,trick-or-treater,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,dinner,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,job,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Stanford,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,résumé,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Gates,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,money,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,message,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,email,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Facebook,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,september,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
